RNA name	external_gene_name	GeneName	chromosome_name	start_position	end_position	strand	ensembl_gene_id	Biotyoe	TypeSimpl	Type	EntrezID	EntrezID.1	EntrezID.2
ENSG00000108176	DNAJC12	DNAJC12	10	67796665	67838166	-1	ENSG00000108176	protein_coding	coding	mRNA	56521	56521	56521
ENSG00000108231	LGI1	LGI1	10	93757809	93806272	1	ENSG00000108231	protein_coding	coding	mRNA	9211	9211	9211
ENSG00000108242	CYP2C18	CYP2C18	10	94683621	94736190	1	ENSG00000108242	protein_coding	coding	mRNA	1562	1562	1562
ENSG00000108244	KRT23	KRT23	17	40922696	40937634	-1	ENSG00000108244	protein_coding	coding	mRNA	25984	25984	25984
ENSG00000108255	CRYBA1	CRYBA1	17	29246863	29254494	1	ENSG00000108255	protein_coding	coding	mRNA	1411	1411	1411
ENSG00000108309	RUNDC3A	RUNDC3A	17	44308413	44318671	1	ENSG00000108309	protein_coding	coding	mRNA	10900	10900	10900
ENSG00000108342	CSF3	CSF3	17	40015361	40017813	1	ENSG00000108342	protein_coding	coding	mRNA	1440	1440	1440
ENSG00000108370	RGS9	RGS9	17	65100812	65227703	1	ENSG00000108370	protein_coding	coding	mRNA	8787	8787	8787
ENSG00000108375	RNF43	RNF43	17	58352500	58417595	-1	ENSG00000108375	protein_coding	coding	mRNA	54894	54894	54894
ENSG00000108381	ASPA	ASPA	17	3472374	3503419	1	ENSG00000108381	protein_coding	coding	mRNA	443	443	443
ENSG00000108405	P2RX1	P2RX1	17	3896592	3916500	-1	ENSG00000108405	protein_coding	coding	mRNA	5023	5023	5023
ENSG00000108417	KRT37	KRT37	17	41420753	41424523	-1	ENSG00000108417	protein_coding	coding	mRNA	8688	8688	8688
ENSG00000108452	ZNF29P	ZNF29P	17	15675476	15675643	1	ENSG00000108452	unprocessed_pseudogene	other	pseudogene	ND	7577	7577
ENSG00000108511	HOXB6	HOXB6	17	48595751	48604992	-1	ENSG00000108511	protein_coding	coding	mRNA	3216	3216	3216
ENSG00000108516	AC003958.1	AC003958.1	17	41334632	41335733	1	ENSG00000108516	unprocessed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000108551	RASD1	RASD1	17	17494437	17496395	-1	ENSG00000108551	protein_coding	coding	mRNA	51655	51655	51655
ENSG00000108556	CHRNE	CHRNE	17	4897774	4934438	-1	ENSG00000108556	protein_coding	coding	mRNA	1145	1145	1145
ENSG00000108576	SLC6A4	SLC6A4	17	30194319	30236002	-1	ENSG00000108576	protein_coding	coding	mRNA	6532	6532	6532
ENSG00000108602	ALDH3A1	ALDH3A1	17	19737984	19748943	-1	ENSG00000108602	protein_coding	coding	mRNA	218	218	218
ENSG00000108684	ASIC2	ASIC2	17	33013087	34174964	-1	ENSG00000108684	protein_coding	coding	mRNA	40	40	40
ENSG00000108688	CCL7	CCL7	17	34270221	34272242	1	ENSG00000108688	protein_coding	coding	mRNA	6354	6354	6354
ENSG00000108700	CCL8	CCL8	17	34319036	34321402	1	ENSG00000108700	protein_coding	coding	mRNA	6355	6355	6355
ENSG00000108702	CCL1	CCL1	17	34360328	34363231	-1	ENSG00000108702	protein_coding	coding	mRNA	6346	6346	6346
ENSG00000108759	KRT32	KRT32	17	41459811	41467429	-1	ENSG00000108759	protein_coding	coding	mRNA	3882	3882	3882
ENSG00000108785	HSD17B1P1	HSD17B1P1	17	42546764	42548706	1	ENSG00000108785	unprocessed_pseudogene	other	pseudogene	ND	643646	643646
ENSG00000108813	DLX4	DLX4	17	49968970	49974959	1	ENSG00000108813	protein_coding	coding	mRNA	1748	1748	1748
ENSG00000108823	SGCA	SGCA	17	50164214	50175931	1	ENSG00000108823	protein_coding	coding	mRNA	6442	6442	6442
ENSG00000108825	PTGES3L-AARSD1	PTGES3L-AARSD1	17	42950526	42980528	-1	ENSG00000108825	protein_coding	coding	mRNA	100885850	100885850	100885850
ENSG00000108830	RND2	RND2	17	43025241	43032036	1	ENSG00000108830	protein_coding	coding	mRNA	8153	8153	8153
ENSG00000108849	PPY	PPY	17	43940804	43942468	-1	ENSG00000108849	protein_coding	coding	mRNA	5539	5539	5539
ENSG00000108852	MPP2	MPP2	17	43875357	43909711	-1	ENSG00000108852	protein_coding	coding	mRNA	4355	4355	4355
ENSG00000108878	CACNG1	CACNG1	17	67044590	67056797	1	ENSG00000108878	protein_coding	coding	mRNA	786	786	786
ENSG00000108924	HLF	HLF	17	55265012	55325065	1	ENSG00000108924	protein_coding	coding	mRNA	3131	3131	3131
ENSG00000108932	SLC16A6	SLC16A6	17	68267026	68291267	-1	ENSG00000108932	protein_coding	coding	mRNA	9120	9120	9120
ENSG00000108947	EFNB3	EFNB3	17	7705202	7711378	1	ENSG00000108947	protein_coding	coding	mRNA	1949	1949	1949
ENSG00000109047	RCVRN	RCVRN	17	9896320	9905621	-1	ENSG00000109047	protein_coding	coding	mRNA	5957	5957	5957
ENSG00000109061	MYH1	MYH1	17	10492307	10518543	-1	ENSG00000109061	protein_coding	coding	mRNA	4619	4619	4619
ENSG00000109072	VTN	VTN	17	28367276	28373091	-1	ENSG00000109072	protein_coding	coding	mRNA	7448	7448	7448
ENSG00000109101	FOXN1	FOXN1	17	28506243	28538896	1	ENSG00000109101	protein_coding	coding	mRNA	8456	8456	8456
ENSG00000109107	ALDOC	ALDOC	17	28573115	28577264	-1	ENSG00000109107	protein_coding	coding	mRNA	230	230	230
ENSG00000109132	PHOX2B	PHOX2B	4	41744082	41748970	-1	ENSG00000109132	protein_coding	coding	mRNA	8929	8929	8929
ENSG00000109163	GNRHR	GNRHR	4	67739328	67754360	-1	ENSG00000109163	protein_coding	coding	mRNA	2798	2798	2798
ENSG00000109181	UGT2B10	UGT2B10	4	68815993	68831196	1	ENSG00000109181	protein_coding	coding	mRNA	7365	7365	7365
ENSG00000109182	CWH43	CWH43	4	48986247	49062081	1	ENSG00000109182	protein_coding	coding	mRNA	80157	80157	80157
ENSG00000109193	SULT1E1	SULT1E1	4	69841212	69860152	-1	ENSG00000109193	protein_coding	coding	mRNA	6783	6783	6783
ENSG00000109205	ODAM	ODAM	4	70196496	70204576	1	ENSG00000109205	protein_coding	coding	mRNA	54959	54959	54959
ENSG00000109208	SMR3A	SMR3A	4	70360761	70367158	1	ENSG00000109208	protein_coding	coding	mRNA	26952	26952	26952
ENSG00000109255	NMU	NMU	4	55595229	55636698	-1	ENSG00000109255	protein_coding	coding	mRNA	10874	10874	10874
ENSG00000109265	KIAA1211	CRACD	4	56049073	56328625	1	ENSG00000109265	protein_coding	coding	mRNA	57482	ND	57482
ENSG00000109272	PF4V1	PF4V1	4	73853189	73854155	1	ENSG00000109272	protein_coding	coding	mRNA	5197	5197	5197
ENSG00000109321	AREG	AREG	4	74445134	74455009	1	ENSG00000109321	protein_coding	coding	mRNA	374	374	374
ENSG00000109339	MAPK10	MAPK10	4	85990007	86594625	-1	ENSG00000109339	protein_coding	coding	mRNA	5602	5602	5602
ENSG00000109424	UCP1	UCP1	4	140559434	140568805	-1	ENSG00000109424	protein_coding	coding	mRNA	7350	7350	7350
ENSG00000109471	IL2	IL2	4	122451470	122456725	-1	ENSG00000109471	protein_coding	coding	mRNA	3558	3558	3558
ENSG00000109511	ANXA10	ANXA10	4	168092515	168187690	1	ENSG00000109511	protein_coding	coding	mRNA	11199	11199	11199
ENSG00000109576	AADAT	AADAT	4	170060222	170091699	-1	ENSG00000109576	protein_coding	coding	mRNA	51166	51166	51166
ENSG00000109610	SOD3	SOD3	4	24789912	24800842	1	ENSG00000109610	protein_coding	coding	mRNA	6649	6649	6649
ENSG00000109625	CPZ	CPZ	4	8592660	8619759	1	ENSG00000109625	protein_coding	coding	mRNA	8532	8532	8532
ENSG00000109674	NEIL3	NEIL3	4	177309836	177362943	1	ENSG00000109674	protein_coding	coding	mRNA	55247	55247	55247
ENSG00000109684	CLNK	CLNK	4	10486395	10684865	-1	ENSG00000109684	protein_coding	coding	mRNA	116449	116449	116449
ENSG00000109705	NKX3-2	NKX3-2	4	13540830	13545050	-1	ENSG00000109705	protein_coding	coding	mRNA	579	579	579
ENSG00000109738	GLRB	GLRB	4	157076057	157172090	1	ENSG00000109738	protein_coding	coding	mRNA	2743	2743	2743
ENSG00000109758	HGFAC	HGFAC	4	3441887	3449495	1	ENSG00000109758	protein_coding	coding	mRNA	3083	3083	3083
ENSG00000109794	FAM149A	FAM149A	4	186104419	186172667	1	ENSG00000109794	protein_coding	coding	mRNA	25854	25854	25854
ENSG00000109805	NCAPG	NCAPG	4	17810902	17844862	1	ENSG00000109805	protein_coding	coding	mRNA	64151	64151	64151
ENSG00000109819	PPARGC1A	PPARGC1A	4	23755041	23904089	-1	ENSG00000109819	protein_coding	coding	mRNA	10891	10891	10891
ENSG00000109832	DDX25	DDX25	11	125903348	125943702	1	ENSG00000109832	protein_coding	coding	mRNA	29118	29118	29118
ENSG00000109846	CRYAB	CRYAB	11	111908565	111923722	-1	ENSG00000109846	protein_coding	coding	mRNA	1410	1410	1410
ENSG00000109851	DBX1	DBX1	11	20156155	20160613	-1	ENSG00000109851	protein_coding	coding	mRNA	120237	120237	120237
ENSG00000109906	ZBTB16	ZBTB16	11	114059593	114250676	1	ENSG00000109906	protein_coding	coding	mRNA	7704	7704	7704
ENSG00000109943	CRTAM	CRTAM	11	122838500	122872639	1	ENSG00000109943	protein_coding	coding	mRNA	56253	56253	56253
ENSG00000109956	B3GAT1	B3GAT1	11	134378504	134411918	-1	ENSG00000109956	protein_coding	coding	mRNA	27087	27087	27087
ENSG00000109991	P2RX3	P2RX3	11	57338374	57370600	1	ENSG00000109991	protein_coding	coding	mRNA	5024	5024	5024
ENSG00000110076	NRXN2	NRXN2	11	64606174	64723188	-1	ENSG00000110076	protein_coding	coding	mRNA	9379	9379	9379
ENSG00000110148	CCKBR	CCKBR	11	6259736	6272127	1	ENSG00000110148	protein_coding	coding	mRNA	887	887	887
ENSG00000110169	HPX	HPX	11	6431049	6442617	-1	ENSG00000110169	protein_coding	coding	mRNA	3263	3263	3263
ENSG00000110195	FOLR1	FOLR1	11	72189558	72196323	1	ENSG00000110195	protein_coding	coding	mRNA	2348	2348	2348
ENSG00000110203	FOLR3	FOLR3	11	72114869	72139892	1	ENSG00000110203	protein_coding	coding	mRNA	2352	2352	2352
ENSG00000110243	APOA5	APOA5	11	116789367	116792420	-1	ENSG00000110243	protein_coding	coding	mRNA	116519	116519	116519
ENSG00000110244	APOA4	APOA4	11	116820700	116823306	-1	ENSG00000110244	protein_coding	coding	mRNA	337	337	337
ENSG00000110245	APOC3	APOC3	11	116829706	116833072	1	ENSG00000110245	protein_coding	coding	mRNA	345	345	345
ENSG00000110318	CEP126	CEP126	11	101915015	102001058	1	ENSG00000110318	protein_coding	coding	mRNA	57562	57562	57562
ENSG00000110375	UPK2	UPK2	11	118925164	118958559	1	ENSG00000110375	protein_coding	coding	mRNA	7379	7379	7379
ENSG00000110427	KIAA1549L	KIAA1549L	11	33376466	33674102	1	ENSG00000110427	protein_coding	coding	mRNA	25758	25758	25758
ENSG00000110448	CD5	CD5	11	61102395	61127852	1	ENSG00000110448	protein_coding	coding	mRNA	921	921	921
ENSG00000110484	SCGB2A2	SCGB2A2	11	62270155	62273156	1	ENSG00000110484	protein_coding	coding	mRNA	4250	4250	4250
ENSG00000110665	C11orf21	C11orf21	11	2295645	2303049	-1	ENSG00000110665	protein_coding	coding	mRNA	29125	29125	29125
ENSG00000110675	ELMOD1	ELMOD1	11	107591091	107666779	1	ENSG00000110675	protein_coding	coding	mRNA	55531	55531	55531
ENSG00000110680	CALCA	CALCA	11	14966668	14972354	-1	ENSG00000110680	protein_coding	coding	mRNA	796	796	796
ENSG00000110693	SOX6	SOX6	11	15966449	16739591	-1	ENSG00000110693	protein_coding	coding	mRNA	55553	55553	55553
ENSG00000110777	POU2AF1	POU2AF1	11	111352252	111455630	-1	ENSG00000110777	protein_coding	coding	mRNA	5450	5450	5450
ENSG00000110786	PTPN5	PTPN5	11	18727928	18792721	-1	ENSG00000110786	protein_coding	coding	mRNA	84867	84867	84867
ENSG00000110848	CD69	CD69	12	9752486	9760901	-1	ENSG00000110848	protein_coding	coding	mRNA	969	969	969
ENSG00000110887	DAO	DAO	12	108858932	108901043	1	ENSG00000110887	protein_coding	coding	mRNA	1610	1610	1610
ENSG00000110900	TSPAN11	TSPAN11	12	30926428	30996599	1	ENSG00000110900	protein_coding	coding	mRNA	441631	441631	441631
ENSG00000110975	SYT10	SYT10	12	33374238	33439819	-1	ENSG00000110975	protein_coding	coding	mRNA	341359	341359	341359
ENSG00000111012	CYP27B1	CYP27B1	12	57762334	57768986	-1	ENSG00000111012	protein_coding	coding	mRNA	1594	1594	1594
ENSG00000111046	MYF6	MYF6	12	80707498	80709474	1	ENSG00000111046	protein_coding	coding	mRNA	4618	4618	4618
ENSG00000111049	MYF5	MYF5	12	80716912	80719673	1	ENSG00000111049	protein_coding	coding	mRNA	4617	4617	4617
ENSG00000111052	LIN7A	LIN7A	12	80792520	80937925	-1	ENSG00000111052	protein_coding	coding	mRNA	8825	8825	8825
ENSG00000111058	ACSS3	ACSS3	12	80936414	81261205	1	ENSG00000111058	protein_coding	coding	mRNA	79611	79611	79611
ENSG00000111087	GLI1	GLI1	12	57460135	57472262	1	ENSG00000111087	protein_coding	coding	mRNA	2735	2735	2735
ENSG00000111181	SLC6A12	SLC6A12	12	190077	214570	-1	ENSG00000111181	protein_coding	coding	mRNA	6539	6539	6539
ENSG00000111186	WNT5B	WNT5B	12	1529891	1647243	1	ENSG00000111186	protein_coding	coding	mRNA	81029	81029	81029
ENSG00000111206	FOXM1	FOXM1	12	2857681	2877155	-1	ENSG00000111206	protein_coding	coding	mRNA	2305	2305	2305
ENSG00000111215	PRR4	PRR4	12	10845849	10849475	-1	ENSG00000111215	protein_coding	coding	mRNA	5554	11272	5554
ENSG00000111218	PRMT8	PRMT8	12	3381349	3593973	1	ENSG00000111218	protein_coding	coding	mRNA	56341	56341	56341
ENSG00000111245	MYL2	MYL2	12	110910819	110920722	-1	ENSG00000111245	protein_coding	coding	mRNA	4633	4633	4633
ENSG00000111249	CUX2	CUX2	12	111034024	111350554	1	ENSG00000111249	protein_coding	coding	mRNA	23316	23316	23316
ENSG00000111254	AKAP3	AKAP3	12	4615508	4649047	-1	ENSG00000111254	protein_coding	coding	mRNA	10566	10566	10566
ENSG00000111262	KCNA1	KCNA1	12	4909905	4918256	1	ENSG00000111262	protein_coding	coding	mRNA	3736	3736	3736
ENSG00000111291	GPRC5D	GPRC5D	12	12940775	12952147	-1	ENSG00000111291	protein_coding	coding	mRNA	55507	55507	55507
ENSG00000111305	GSG1	GSG1	12	13083560	13103683	-1	ENSG00000111305	protein_coding	coding	mRNA	83445	83445	83445
ENSG00000111319	SCNN1A	SCNN1A	12	6346843	6377730	-1	ENSG00000111319	protein_coding	coding	mRNA	6337	6337	6337
ENSG00000111339	ART4	ART4	12	14825569	14843533	-1	ENSG00000111339	protein_coding	coding	mRNA	420	420	420
ENSG00000111344	RASAL1	RASAL1	12	113098819	113136239	-1	ENSG00000111344	protein_coding	coding	mRNA	8437	8437	8437
ENSG00000111404	RERGL	RERGL	12	18080869	18320107	-1	ENSG00000111404	protein_coding	coding	mRNA	79785	79785	79785
ENSG00000111405	ENDOU	ENDOU	12	47709734	47725567	-1	ENSG00000111405	protein_coding	coding	mRNA	8909	8909	8909
ENSG00000111432	FZD10	FZD10	12	130162459	130165740	1	ENSG00000111432	protein_coding	coding	mRNA	11211	11211	11211
ENSG00000111452	ADGRD1	ADGRD1	12	130953907	131141469	1	ENSG00000111452	protein_coding	coding	mRNA	283383	283383	283383
ENSG00000111536	IL26	IL26	12	68201351	68225821	-1	ENSG00000111536	protein_coding	coding	mRNA	55801	55801	55801
ENSG00000111537	IFNG	IFNG	12	68154768	68159747	-1	ENSG00000111537	protein_coding	coding	mRNA	3458	3458	3458
ENSG00000111664	GNB3	GNB3	12	6839954	6847393	1	ENSG00000111664	protein_coding	coding	mRNA	2784	2784	2784
ENSG00000111665	CDCA3	CDCA3	12	6844793	6852066	-1	ENSG00000111665	protein_coding	coding	mRNA	83461	83461	83461
ENSG00000111700	SLCO1B3	SLCO1B3	12	20810702	20916911	1	ENSG00000111700	protein_coding	coding	mRNA	28234	28234	28234
ENSG00000111701	APOBEC1	APOBEC1	12	7649400	7665903	-1	ENSG00000111701	protein_coding	coding	mRNA	339	339	339
ENSG00000111704	NANOG	NANOG	12	7787794	7799141	1	ENSG00000111704	protein_coding	coding	mRNA	79923	79923	79923
ENSG00000111713	GYS2	GYS2	12	21536189	21604847	-1	ENSG00000111713	protein_coding	coding	mRNA	2998	2998	2998
ENSG00000111728	ST8SIA1	ST8SIA1	12	22063773	22437041	-1	ENSG00000111728	protein_coding	coding	mRNA	6489	6489	6489
ENSG00000111732	AICDA	AICDA	12	8602166	8612871	-1	ENSG00000111732	protein_coding	coding	mRNA	57379	57379	57379
ENSG00000111780	AL021546.1	AL021546.1	12	120438198	120460006	1	ENSG00000111780	protein_coding	coding	mRNA	ND	ND	ND
ENSG00000111783	RFX4	RFX4	12	106582907	106762803	1	ENSG00000111783	protein_coding	coding	mRNA	5992	5992	5992
ENSG00000111796	KLRB1	KLRB1	12	9594551	9607886	-1	ENSG00000111796	protein_coding	coding	mRNA	3820	3820	3820
ENSG00000111834	RSPH4A	RSPH4A	6	116616479	116632985	1	ENSG00000111834	protein_coding	coding	mRNA	345895	345895	345895
ENSG00000111837	MAK	MAK	6	10762723	10838555	-1	ENSG00000111837	protein_coding	coding	mRNA	4117	4117	4117
ENSG00000111846	GCNT2	GCNT2	6	10492223	10629368	1	ENSG00000111846	protein_coding	coding	mRNA	2651	2651	2651
ENSG00000111863	ADTRP	ADTRP	6	11712054	11807046	-1	ENSG00000111863	protein_coding	coding	mRNA	84830	84830	84830
ENSG00000111879	FAM184A	FAM184A	6	118959763	119149387	-1	ENSG00000111879	protein_coding	coding	mRNA	79632	79632	79632
ENSG00000111886	GABRR2	GABRR2	6	89257208	89315299	-1	ENSG00000111886	protein_coding	coding	mRNA	2570	2570	2570
ENSG00000111913	RIPOR2	RIPOR2	6	24804281	25042170	-1	ENSG00000111913	protein_coding	coding	mRNA	9750	9750	9750
ENSG00000111981	ULBP1	ULBP1	6	149964007	149973710	1	ENSG00000111981	protein_coding	coding	mRNA	80329	80329	80329
ENSG00000112038	OPRM1	OPRM1	6	154010496	154246867	1	ENSG00000112038	protein_coding	coding	mRNA	4988	4988	4988
ENSG00000112041	TULP1	TULP1	6	35497874	35512938	-1	ENSG00000112041	protein_coding	coding	mRNA	7287	7287	7287
ENSG00000112053	SLC26A8	SLC26A8	6	35943514	36024868	-1	ENSG00000112053	protein_coding	coding	mRNA	116369	116369	116369
ENSG00000112077	RHAG	RHAG	6	49605158	49636884	-1	ENSG00000112077	protein_coding	coding	mRNA	6005	6005	6005
ENSG00000112115	IL17A	IL17A	6	52186375	52190638	1	ENSG00000112115	protein_coding	coding	mRNA	3605	3605	3605
ENSG00000112116	IL17F	IL17F	6	52236681	52244537	-1	ENSG00000112116	protein_coding	coding	mRNA	112744	112744	112744
ENSG00000112164	GLP1R	GLP1R	6	39048798	39087743	1	ENSG00000112164	protein_coding	coding	mRNA	2740	2740	2740
ENSG00000112175	BMP5	BMP5	6	55753645	55875564	-1	ENSG00000112175	protein_coding	coding	mRNA	653	653	653
ENSG00000112182	BACH2	BACH2	6	89926529	90296908	-1	ENSG00000112182	protein_coding	coding	mRNA	60468	60468	60468
ENSG00000112183	RBM24	RBM24	6	17281346	17293875	1	ENSG00000112183	protein_coding	coding	mRNA	221662	221662	221662
ENSG00000112195	TREML2	TREML2	6	41190277	41201194	-1	ENSG00000112195	protein_coding	coding	mRNA	79865	79865	79865
ENSG00000112212	TSPO2	TSPO2	6	41042554	41044337	1	ENSG00000112212	protein_coding	coding	mRNA	222642	222642	222642
ENSG00000112214	FHL5	FHL5	6	96562548	96616636	1	ENSG00000112214	protein_coding	coding	mRNA	9457	9457	9457
ENSG00000112218	GPR63	GPR63	6	96794126	96837463	-1	ENSG00000112218	protein_coding	coding	mRNA	81491	81491	81491
ENSG00000112232	KHDRBS2	KHDRBS2	6	61679960	62286227	-1	ENSG00000112232	protein_coding	coding	mRNA	202559	202559	202559
ENSG00000112238	PRDM13	PRDM13	6	99606730	99615578	1	ENSG00000112238	protein_coding	coding	mRNA	59336	59336	59336
ENSG00000112246	SIM1	SIM1	6	100385015	100464929	-1	ENSG00000112246	protein_coding	coding	mRNA	6492	6492	6492
ENSG00000112273	HDGFL1	HDGFL1	6	22569493	22571666	1	ENSG00000112273	protein_coding	coding	mRNA	154150	154150	154150
ENSG00000112276	BVES	BVES	6	105096822	105137174	-1	ENSG00000112276	protein_coding	coding	mRNA	11149	11149	11149
ENSG00000112280	COL9A1	COL9A1	6	70215061	70303083	-1	ENSG00000112280	protein_coding	coding	mRNA	1297	1297	1297
ENSG00000112293	GPLD1	GPLD1	6	24424565	24495205	-1	ENSG00000112293	protein_coding	coding	mRNA	2822	2822	2822
ENSG00000112299	VNN1	VNN1	6	132681590	132714049	-1	ENSG00000112299	protein_coding	coding	mRNA	8876	8876	8876
ENSG00000112303	VNN2	VNN2	6	132743870	132763459	-1	ENSG00000112303	protein_coding	coding	mRNA	8875	8875	8875
ENSG00000112309	B3GAT2	B3GAT2	6	70856679	70957038	-1	ENSG00000112309	protein_coding	coding	mRNA	135152	135152	135152
ENSG00000112319	EYA4	EYA4	6	133240598	133532120	1	ENSG00000112319	protein_coding	coding	mRNA	2070	2070	2070
ENSG00000112333	NR2E1	NR2E1	6	108166058	108188809	1	ENSG00000112333	protein_coding	coding	mRNA	7101	7101	7101
ENSG00000112337	SLC17A2	SLC17A2	6	25912754	25930726	-1	ENSG00000112337	protein_coding	coding	mRNA	10246	10246	10246
ENSG00000112394	SLC16A10	SLC16A10	6	111087503	111231194	1	ENSG00000112394	protein_coding	coding	mRNA	117247	117247	117247
ENSG00000112414	ADGRG6	ADGRG6	6	142301854	142446266	1	ENSG00000112414	protein_coding	coding	mRNA	57211	57211	57211
ENSG00000112486	CCR6	CCR6	6	167111807	167139696	1	ENSG00000112486	protein_coding	coding	mRNA	1235	1235	1235
ENSG00000112494	UNC93A	UNC93A	6	167271169	167316019	1	ENSG00000112494	protein_coding	coding	mRNA	54346	54346	54346
ENSG00000112499	SLC22A2	SLC22A2	6	160171061	160277638	-1	ENSG00000112499	protein_coding	coding	mRNA	6582	6582	6582
ENSG00000112530	PACRG	PACRG	6	162727132	163315492	1	ENSG00000112530	protein_coding	coding	mRNA	135138	135138	135138
ENSG00000112539	C6orf118	C6orf118	6	165279664	165309607	-1	ENSG00000112539	protein_coding	coding	mRNA	168090	168090	168090
ENSG00000112559	MDFI	MDFI	6	41636882	41654246	1	ENSG00000112559	protein_coding	coding	mRNA	4188	4188	4188
ENSG00000112599	GUCA1B	GUCA1B	6	42184401	42194916	-1	ENSG00000112599	protein_coding	coding	mRNA	2979	2979	2979
ENSG00000112619	PRPH2	PRPH2	6	42696600	42722574	-1	ENSG00000112619	protein_coding	coding	mRNA	5961	5961	5961
ENSG00000112706	IMPG1	IMPG1	6	75921115	76072678	-1	ENSG00000112706	protein_coding	coding	mRNA	3617	3617	3617
ENSG00000112742	TTK	TTK	6	80003887	80042527	1	ENSG00000112742	protein_coding	coding	mRNA	7272	7272	7272
ENSG00000112761	WISP3	CCN6	6	112054072	112070969	1	ENSG00000112761	protein_coding	coding	mRNA	8838	8838	8838
ENSG00000112782	CLIC5	CLIC5	6	45880827	46080348	-1	ENSG00000112782	protein_coding	coding	mRNA	53405	53405	53405
ENSG00000112796	ENPP5	ENPP5	6	46159187	46170971	-1	ENSG00000112796	protein_coding	coding	mRNA	59084	59084	59084
ENSG00000112812	PRSS16	PRSS16	6	27247701	27256624	1	ENSG00000112812	protein_coding	coding	mRNA	10279	10279	10279
ENSG00000112818	MEP1A	MEP1A	6	46793390	46839782	1	ENSG00000112818	protein_coding	coding	mRNA	4224	4224	4224
ENSG00000112837	TBX18	TBX18	6	84687351	84764519	-1	ENSG00000112837	protein_coding	coding	mRNA	9096	9096	9096
ENSG00000112852	PCDHB2	PCDHB2	5	141094578	141098703	1	ENSG00000112852	protein_coding	coding	mRNA	56133	56133	56133
ENSG00000112936	C7	C7	5	40909252	40982939	1	ENSG00000112936	protein_coding	coding	mRNA	730	730	730
ENSG00000112964	GHR	GHR	5	42423777	42721878	1	ENSG00000112964	protein_coding	coding	mRNA	2690	2690	2690
ENSG00000112981	NME5	NME5	5	138115172	138139443	-1	ENSG00000112981	protein_coding	coding	mRNA	8382	8382	8382
ENSG00000112984	KIF20A	KIF20A	5	138178719	138187715	1	ENSG00000112984	protein_coding	coding	mRNA	10112	10112	10112
ENSG00000113073	SLC4A9	SLC4A9	5	140360202	140375143	1	ENSG00000113073	protein_coding	coding	mRNA	83697	83697	83697
ENSG00000113088	GZMK	GZMK	5	55024253	55034570	1	ENSG00000113088	protein_coding	coding	mRNA	3003	3003	3003
ENSG00000113100	CDH9	CDH9	5	26880600	27121150	-1	ENSG00000113100	protein_coding	coding	mRNA	1007	1007	1007
ENSG00000113196	HAND1	HAND1	5	154474972	154478264	-1	ENSG00000113196	protein_coding	coding	mRNA	9421	9421	9421
ENSG00000113205	PCDHB3	PCDHB3	5	141100473	141103827	1	ENSG00000113205	protein_coding	coding	mRNA	56132	56132	56132
ENSG00000113209	PCDHB5	PCDHB5	5	141135218	141138625	1	ENSG00000113209	protein_coding	coding	mRNA	26167	26167	26167
ENSG00000113211	PCDHB6	PCDHB6	5	141150022	141153287	1	ENSG00000113211	protein_coding	coding	mRNA	56130	56130	56130
ENSG00000113249	HAVCR1	HAVCR1	5	157029413	157059119	-1	ENSG00000113249	protein_coding	coding	mRNA	26762	26762	26762
ENSG00000113262	GRM6	GRM6	5	178977587	178996206	-1	ENSG00000113262	protein_coding	coding	mRNA	2916	2916	2916
ENSG00000113263	ITK	ITK	5	157142933	157255191	1	ENSG00000113263	protein_coding	coding	mRNA	3702	3702	3702
ENSG00000113296	THBS4	THBS4	5	79991311	80083287	1	ENSG00000113296	protein_coding	coding	mRNA	7060	7060	7060
ENSG00000113302	IL12B	IL12B	5	159314783	159330887	-1	ENSG00000113302	protein_coding	coding	mRNA	3593	3593	3593
ENSG00000113303	BTNL8	BTNL8	5	180899077	180950906	1	ENSG00000113303	protein_coding	coding	mRNA	79908	79908	79908
ENSG00000113327	GABRG2	GABRG2	5	162000057	162162977	1	ENSG00000113327	protein_coding	coding	mRNA	2566	2566	2566
ENSG00000113389	NPR3	NPR3	5	32689070	32791724	1	ENSG00000113389	protein_coding	coding	mRNA	4883	4883	4883
ENSG00000113396	SLC27A6	SLC27A6	5	128538013	129033642	1	ENSG00000113396	protein_coding	coding	mRNA	28965	28965	28965
ENSG00000113430	IRX4	IRX4	5	1877413	1887236	-1	ENSG00000113430	protein_coding	coding	mRNA	50805	50805	50805
ENSG00000113492	AGXT2	AGXT2	5	34998101	35048135	-1	ENSG00000113492	protein_coding	coding	mRNA	64902	64902	64902
ENSG00000113520	IL4	IL4	5	132673986	132682676	1	ENSG00000113520	protein_coding	coding	mRNA	3565	3565	3565
ENSG00000113525	IL5	IL5	5	132541444	132556838	-1	ENSG00000113525	protein_coding	coding	mRNA	3567	3567	3567
ENSG00000113600	C9	C9	5	39284262	39424868	-1	ENSG00000113600	protein_coding	coding	mRNA	735	735	735
ENSG00000113722	CDX1	CDX1	5	150166795	150184558	1	ENSG00000113722	protein_coding	coding	mRNA	1044	1044	1044
ENSG00000113739	STC2	STC2	5	173314713	173329503	-1	ENSG00000113739	protein_coding	coding	mRNA	8614	8614	8614
