Name	Class	Type
cg16942135	CG	CG_of_ESR1_regulator
cg12760625	CG	CG_of_ESR1_regulator
cg18072147	CG	CG_of_ESR1_regulator
cg02175231	CG	CG_of_ESR1_regulator
cg14899522	CG	CG_of_ESR1_regulator
cg18741453	CG	CG_of_ESR1_regulator
cg03993163	CG	CG_of_ESR1_regulator
cg23875854	CG	CG_of_ESR1_regulator
cg25252495	CG	CG_of_ESR1_regulator
ch.10.202299R	CG	CG_of_ESR1_regulator
cg23434428	CG	CG_of_ESR1_regulator
cg05096182	CG	CG_of_ESR1_regulator
cg05456956	CG	CG_of_ESR1_regulator
cg24107750	CG	CG_of_ESR1_regulator
cg20157097	CG	CG_of_ESR1_regulator
cg09877009	CG	CG_of_ESR1_regulator
cg26818464	CG	CG_of_ESR1_regulator
cg01389728	CG	CG_of_ESR1_regulator
cg11638200	CG	CG_of_ESR1_regulator
cg27201625	CG	CG_of_ESR1_regulator
cg15259864	CG	CG_of_ESR1_regulator
cg04351665	CG	CG_of_ESR1_regulator
cg26617886	CG	CG_of_ESR1_regulator
cg24895834	CG	CG_of_ESR1_regulator
cg00613753	CG	CG_of_ESR1_regulator
cg19910780	CG	CG_of_ESR1_regulator
cg25741578	CG	CG_of_ESR1_regulator
cg12245996	CG	CG_of_ESR1_regulator
cg00110545	CG	CG_of_ESR1_regulator
ch.10.6667087F	CG	CG_of_ESR1_regulator
cg02333281	CG	CG_of_ESR1_regulator
cg16306670	CG	CG_of_ESR1_regulator
cg12515684	CG	CG_of_ESR1_regulator
cg16470772	CG	CG_of_ESR1_regulator
cg07001508	CG	CG_of_ESR1_regulator
cg01134758	CG	CG_of_ESR1_regulator
cg06440958	CG	CG_of_ESR1_regulator
cg13948050	CG	CG_of_ESR1_regulator
cg13904771	CG	CG_of_ESR1_regulator
cg27174837	CG	CG_of_ESR1_regulator
cg09674175	CG	CG_of_ESR1_regulator
cg23326811	CG	CG_of_ESR1_regulator
cg03411288	CG	CG_of_ESR1_regulator
cg10023838	CG	CG_of_ESR1_regulator
cg22819767	CG	CG_of_ESR1_regulator
cg17989313	CG	CG_of_ESR1_regulator
cg01346596	CG	CG_of_ESR1_regulator
cg12377641	CG	CG_of_ESR1_regulator
cg01472043	CG	CG_of_ESR1_regulator
cg24405543	CG	CG_of_ESR1_regulator
cg23532197	CG	CG_of_ESR1_regulator
cg12465010	CG	CG_of_ESR1_regulator
cg01291665	CG	CG_of_ESR1_regulator
cg04654479	CG	CG_of_ESR1_regulator
cg25233302	CG	CG_of_ESR1_regulator
cg08584759	CG	CG_of_ESR1_regulator
cg06953130	CG	CG_of_ESR1_regulator
cg12329275	CG	CG_of_ESR1_regulator
cg24923479	CG	CG_of_ESR1_regulator
cg14793611	CG	CG_of_ESR1_regulator
cg22688012	CG	CG_of_ESR1_regulator
cg10525197	CG	CG_of_ESR1_regulator
cg07225507	CG	CG_of_ESR1_regulator
cg11836884	CG	CG_of_ESR1_regulator
cg02258381	CG	CG_of_ESR1_regulator
cg26394636	CG	CG_of_ESR1_regulator
cg01119777	CG	CG_of_ESR1_regulator
cg06421257	CG	CG_of_ESR1_regulator
cg17056789	CG	CG_of_ESR1_regulator
cg08259506	CG	CG_of_ESR1_regulator
cg07209624	CG	CG_of_ESR1_regulator
cg15881990	CG	CG_of_ESR1_regulator
cg17601595	CG	CG_of_ESR1_regulator
cg19320671	CG	CG_of_ESR1_regulator
cg20712968	CG	CG_of_ESR1_regulator
cg02475834	CG	CG_of_ESR1_regulator
cg05765798	CG	CG_of_ESR1_regulator
cg13405485	CG	CG_of_ESR1_regulator
cg07505334	CG	CG_of_ESR1_regulator
cg12015124	CG	CG_of_ESR1_regulator
cg26778908	CG	CG_of_ESR1_regulator
cg11673920	CG	CG_of_ESR1_regulator
cg13369337	CG	CG_of_ESR1_regulator
cg08548172	CG	CG_of_ESR1_regulator
cg03595899	CG	CG_of_ESR1_regulator
cg05686950	CG	CG_of_ESR1_regulator
cg26465206	CG	CG_of_ESR1_regulator
cg00931877	CG	CG_of_ESR1_regulator
cg27571351	CG	CG_of_ESR1_regulator
cg11715594	CG	CG_of_ESR1_regulator
cg09556178	CG	CG_of_ESR1_regulator
cg21354581	CG	CG_of_ESR1_regulator
cg24618739	CG	CG_of_ESR1_regulator
cg25181170	CG	CG_of_ESR1_regulator
cg14580287	CG	CG_of_ESR1_regulator
cg20633213	CG	CG_of_ESR1_regulator
cg03337218	CG	CG_of_ESR1_regulator
cg11848931	CG	CG_of_ESR1_regulator
cg14091347	CG	CG_of_ESR1_regulator
cg24320034	CG	CG_of_ESR1_regulator
cg17419399	CG	CG_of_ESR1_regulator
cg10161685	CG	CG_of_ESR1_regulator
cg23418510	CG	CG_of_ESR1_regulator
cg03207574	CG	CG_of_ESR1_regulator
cg24676609	CG	CG_of_ESR1_regulator
cg04180868	CG	CG_of_ESR1_regulator
cg04957198	CG	CG_of_ESR1_regulator
cg05219131	CG	CG_of_ESR1_regulator
cg09072120	CG	CG_of_ESR1_regulator
cg15018193	CG	CG_of_ESR1_regulator
cg16541931	CG	CG_of_ESR1_regulator
cg25124276	CG	CG_of_ESR1_regulator
cg13448753	CG	CG_of_ESR1_regulator
cg24488891	CG	CG_of_ESR1_regulator
cg23805357	CG	CG_of_ESR1_regulator
cg07206208	CG	CG_of_ESR1_regulator
cg10833037	CG	CG_of_ESR1_regulator
cg24997896	CG	CG_of_ESR1_regulator
cg06967120	CG	CG_of_ESR1_regulator
cg19044256	CG	CG_of_ESR1_regulator
cg14390758	CG	CG_of_ESR1_regulator
cg09437327	CG	CG_of_ESR1_regulator
cg24439256	CG	CG_of_ESR1_regulator
cg23944251	CG	CG_of_ESR1_regulator
cg03427299	CG	CG_of_ESR1_regulator
cg27408540	CG	CG_of_ESR1_regulator
cg25531497	CG	CG_of_ESR1_regulator
cg14315190	CG	CG_of_ESR1_regulator
cg26009363	CG	CG_of_ESR1_regulator
cg03650342	CG	CG_of_ESR1_regulator
cg14971895	CG	CG_of_ESR1_regulator
cg26249873	CG	CG_of_ESR1_regulator
cg03826317	CG	CG_of_ESR1_regulator
cg00422638	CG	CG_of_ESR1_regulator
cg15926910	CG	CG_of_ESR1_regulator
cg18944702	CG	CG_of_ESR1_regulator
cg09623018	CG	CG_of_ESR1_regulator
cg02624067	CG	CG_of_ESR1_regulator
cg03208082	CG	CG_of_ESR1_regulator
cg01006048	CG	CG_of_ESR1_regulator
cg20118364	CG	CG_of_ESR1_regulator
cg12818490	CG	CG_of_ESR1_regulator
cg24820663	CG	CG_of_ESR1_regulator
cg06543453	CG	CG_of_ESR1_regulator
cg24361761	CG	CG_of_ESR1_regulator
cg02234281	CG	CG_of_ESR1_regulator
cg14506260	CG	CG_of_ESR1_regulator
cg18022769	CG	CG_of_ESR1_regulator
cg25773630	CG	CG_of_ESR1_regulator
cg16812660	CG	CG_of_ESR1_regulator
cg12037162	CG	CG_of_ESR1_regulator
cg05694250	CG	CG_of_ESR1_regulator
cg01838941	CG	CG_of_ESR1_regulator
cg15248828	CG	CG_of_ESR1_regulator
cg12573115	CG	CG_of_ESR1_regulator
cg25995980	CG	CG_of_ESR1_regulator
cg13722700	CG	CG_of_ESR1_regulator
cg07041470	CG	CG_of_ESR1_regulator
cg20045492	CG	CG_of_ESR1_regulator
cg04004590	CG	CG_of_ESR1_regulator
cg05396900	CG	CG_of_ESR1_regulator
cg13719243	CG	CG_of_ESR1_regulator
cg22611504	CG	CG_of_ESR1_regulator
cg11227075	CG	CG_of_ESR1_regulator
cg19242923	CG	CG_of_ESR1_regulator
cg26337884	CG	CG_of_ESR1_regulator
cg00407729	CG	CG_of_ESR1_regulator
cg05603630	CG	CG_of_ESR1_regulator
cg00099869	CG	CG_of_ESR1_regulator
cg11175150	CG	CG_of_ESR1_regulator
cg22899538	CG	CG_of_ESR1_regulator
cg19219423	CG	CG_of_ESR1_regulator
cg01200186	CG	CG_of_ESR1_regulator
cg24524694	CG	CG_of_ESR1_regulator
cg14731413	CG	CG_of_ESR1_regulator
cg23828595	CG	CG_of_ESR1_regulator
cg19739082	CG	CG_of_ESR1_regulator
cg04884011	CG	CG_of_ESR1_regulator
cg27380599	CG	CG_of_ESR1_regulator
cg02731293	CG	CG_of_ESR1_regulator
cg07113562	CG	CG_of_ESR1_regulator
cg04327529	CG	CG_of_ESR1_regulator
cg20416031	CG	CG_of_ESR1_regulator
cg09019938	CG	CG_of_ESR1_regulator
cg12022294	CG	CG_of_ESR1_regulator
cg07934217	CG	CG_of_ESR1_regulator
cg05867154	CG	CG_of_ESR1_regulator
cg26332926	CG	CG_of_ESR1_regulator
cg24609819	CG	CG_of_ESR1_regulator
cg11229663	CG	CG_of_ESR1_regulator
cg08552446	CG	CG_of_ESR1_regulator
cg27125304	CG	CG_of_ESR1_regulator
cg24803796	CG	CG_of_ESR1_regulator
cg11074615	CG	CG_of_ESR1_regulator
cg15633369	CG	CG_of_ESR1_regulator
cg05402976	CG	CG_of_ESR1_regulator
cg05131940	CG	CG_of_ESR1_regulator
cg08291907	CG	CG_of_ESR1_regulator
cg11478495	CG	CG_of_ESR1_regulator
cg04913250	CG	CG_of_ESR1_regulator
cg14139375	CG	CG_of_ESR1_regulator
cg19333201	CG	CG_of_ESR1_regulator
cg09141623	CG	CG_of_ESR1_regulator
cg04605697	CG	CG_of_ESR1_regulator
cg12368960	CG	CG_of_ESR1_regulator
cg16401207	CG	CG_of_ESR1_regulator
cg08751451	CG	CG_of_ESR1_regulator
cg00517202	CG	CG_of_ESR1_regulator
cg25997796	CG	CG_of_ESR1_regulator
cg11486694	CG	CG_of_ESR1_regulator
cg18594724	CG	CG_of_ESR1_regulator
cg06712026	CG	CG_of_ESR1_regulator
cg09856206	CG	CG_of_ESR1_regulator
cg07805967	CG	CG_of_ESR1_regulator
cg11371933	CG	CG_of_ESR1_regulator
cg12402038	CG	CG_of_ESR1_regulator
cg07947549	CG	CG_of_ESR1_regulator
cg10034912	CG	CG_of_ESR1_regulator
cg11212172	CG	CG_of_ESR1_regulator
cg18690395	CG	CG_of_ESR1_regulator
cg20114739	CG	CG_of_ESR1_regulator
cg18823846	CG	CG_of_ESR1_regulator
cg18426054	CG	CG_of_ESR1_regulator
cg08839081	CG	CG_of_ESR1_regulator
cg18469624	CG	CG_of_ESR1_regulator
cg09361367	CG	CG_of_ESR1_regulator
cg05199084	CG	CG_of_ESR1_regulator
cg05729372	CG	CG_of_ESR1_regulator
cg15583492	CG	CG_of_ESR1_regulator
cg02923516	CG	CG_of_ESR1_regulator
cg06209897	CG	CG_of_ESR1_regulator
cg06976598	CG	CG_of_ESR1_regulator
cg17079497	CG	CG_of_ESR1_regulator
cg14500854	CG	CG_of_ESR1_regulator
ch.10.1148322F	CG	CG_of_ESR1_regulator
cg17757778	CG	CG_of_ESR1_regulator
cg04335523	CG	CG_of_ESR1_regulator
cg13792641	CG	CG_of_ESR1_regulator
cg11964006	CG	CG_of_ESR1_regulator
cg25598203	CG	CG_of_ESR1_regulator
cg15885786	CG	CG_of_ESR1_regulator
cg08675818	CG	CG_of_ESR1_regulator
cg14441538	CG	CG_of_ESR1_regulator
cg25870025	CG	CG_of_ESR1_regulator
cg23584332	CG	CG_of_ESR1_regulator
cg07963497	CG	CG_of_ESR1_regulator
cg07503918	CG	CG_of_ESR1_regulator
cg22853371	CG	CG_of_ESR1_regulator
cg12799790	CG	CG_of_ESR1_regulator
cg12621514	CG	CG_of_ESR1_regulator
cg25158147	CG	CG_of_ESR1_regulator
cg11988964	CG	CG_of_ESR1_regulator
cg02302582	CG	CG_of_ESR1_regulator
cg02493604	CG	CG_of_ESR1_regulator
cg02162906	CG	CG_of_ESR1_regulator
cg25454948	CG	CG_of_ESR1_regulator
cg27411220	CG	CG_of_ESR1_regulator
cg04932230	CG	CG_of_ESR1_regulator
cg11931116	CG	CG_of_ESR1_regulator
cg09445939	CG	CG_of_ESR1_regulator
cg07684796	CG	CG_of_ESR1_regulator
cg27591349	CG	CG_of_ESR1_regulator
cg18956393	CG	CG_of_ESR1_regulator
cg09465786	CG	CG_of_ESR1_regulator
cg08812555	CG	CG_of_ESR1_regulator
cg25751172	CG	CG_of_ESR1_regulator
cg01160882	CG	CG_of_ESR1_regulator
cg00681566	CG	CG_of_ESR1_regulator
cg03780264	CG	CG_of_ESR1_regulator
cg26110038	CG	CG_of_ESR1_regulator
cg17983571	CG	CG_of_ESR1_regulator
cg15060598	CG	CG_of_ESR1_regulator
cg17566718	CG	CG_of_ESR1_regulator
cg27368828	CG	CG_of_ESR1_regulator
cg02909929	CG	CG_of_ESR1_regulator
cg26971585	CG	CG_of_ESR1_regulator
cg02937751	CG	CG_of_ESR1_regulator
cg05983405	CG	CG_of_ESR1_regulator
cg22900360	CG	CG_of_ESR1_regulator
cg13775629	CG	CG_of_ESR1_regulator
cg09914304	CG	CG_of_ESR1_regulator
cg20408402	CG	CG_of_ESR1_regulator
cg19880751	CG	CG_of_ESR1_regulator
cg12336290	CG	CG_of_ESR1_regulator
cg23059461	CG	CG_of_ESR1_regulator
cg23364656	CG	CG_of_ESR1_regulator
cg12433559	CG	CG_of_ESR1_regulator
cg02374486	CG	CG_of_ESR1_regulator
cg15293582	CG	CG_of_ESR1_regulator
cg18352710	CG	CG_of_ESR1_regulator
cg26435670	CG	CG_of_ESR1_regulator
cg06817917	CG	CG_of_ESR1_regulator
cg08277196	CG	CG_of_ESR1_regulator
cg17776353	CG	CG_of_ESR1_regulator
cg02313850	CG	CG_of_ESR1_regulator
cg05219593	CG	CG_of_ESR1_regulator
cg25011475	CG	CG_of_ESR1_regulator
cg25619157	CG	CG_of_ESR1_regulator
cg24211476	CG	CG_of_ESR1_regulator
cg01487195	CG	CG_of_ESR1_regulator
cg06941037	CG	CG_of_ESR1_regulator
cg15476602	CG	CG_of_ESR1_regulator
cg08626436	CG	CG_of_ESR1_regulator
cg25261694	CG	CG_of_ESR1_regulator
cg05178005	CG	CG_of_ESR1_regulator
cg16231906	CG	CG_of_ESR1_regulator
cg11864400	CG	CG_of_ESR1_regulator
cg19051661	CG	CG_of_ESR1_regulator
cg12203557	CG	CG_of_ESR1_regulator
cg25426203	CG	CG_of_ESR1_regulator
cg26593228	CG	CG_of_ESR1_regulator
cg20348000	CG	CG_of_ESR1_regulator
cg18525126	CG	CG_of_ESR1_regulator
cg25517187	CG	CG_of_ESR1_regulator
cg25946646	CG	CG_of_ESR1_regulator
cg26381210	CG	CG_of_ESR1_regulator
cg19166799	CG	CG_of_ESR1_regulator
cg11566832	CG	CG_of_ESR1_regulator
cg09067351	CG	CG_of_ESR1_regulator
cg27551625	CG	CG_of_ESR1_regulator
cg00088042	CG	CG_of_ESR1_regulator
cg10477754	CG	CG_of_ESR1_regulator
cg25365550	CG	CG_of_ESR1_regulator
cg19569081	CG	CG_of_ESR1_regulator
cg18761893	CG	CG_of_ESR1_regulator
cg23639922	CG	CG_of_ESR1_regulator
cg20549080	CG	CG_of_ESR1_regulator
cg19219661	CG	CG_of_ESR1_regulator
cg00369716	CG	CG_of_ESR1_regulator
cg06583105	CG	CG_of_ESR1_regulator
cg07310536	CG	CG_of_ESR1_regulator
cg27230711	CG	CG_of_ESR1_regulator
cg20778294	CG	CG_of_ESR1_regulator
cg18021876	CG	CG_of_ESR1_regulator
cg12784049	CG	CG_of_ESR1_regulator
cg18188150	CG	CG_of_ESR1_regulator
cg07323947	CG	CG_of_ESR1_regulator
cg16386781	CG	CG_of_ESR1_regulator
cg18354986	CG	CG_of_ESR1_regulator
cg26280695	CG	CG_of_ESR1_regulator
cg05291666	CG	CG_of_ESR1_regulator
cg18199807	CG	CG_of_ESR1_regulator
cg02390637	CG	CG_of_ESR1_regulator
cg03588966	CG	CG_of_ESR1_regulator
cg15701254	CG	CG_of_ESR1_regulator
cg20491488	CG	CG_of_ESR1_regulator
cg27214047	CG	CG_of_ESR1_regulator
cg03446289	CG	CG_of_ESR1_regulator
cg25711997	CG	CG_of_ESR1_regulator
cg05453337	CG	CG_of_ESR1_regulator
cg20289746	CG	CG_of_ESR1_regulator
cg25030266	CG	CG_of_ESR1_regulator
cg23523388	CG	CG_of_ESR1_regulator
cg24168991	CG	CG_of_ESR1_regulator
cg05788080	CG	CG_of_ESR1_regulator
cg16301004	CG	CG_of_ESR1_regulator
cg25552843	CG	CG_of_ESR1_regulator
cg19640166	CG	CG_of_ESR1_regulator
cg16636756	CG	CG_of_ESR1_regulator
cg22888181	CG	CG_of_ESR1_regulator
cg24199006	CG	CG_of_ESR1_regulator
cg04249737	CG	CG_of_ESR1_regulator
cg27365978	CG	CG_of_ESR1_regulator
cg02682924	CG	CG_of_ESR1_regulator
cg11276172	CG	CG_of_ESR1_regulator
cg22882506	CG	CG_of_ESR1_regulator
cg23387597	CG	CG_of_ESR1_regulator
cg03640944	CG	CG_of_ESR1_regulator
cg04935278	CG	CG_of_ESR1_regulator
cg11943820	CG	CG_of_ESR1_regulator
cg19251161	CG	CG_of_ESR1_regulator
cg18149009	CG	CG_of_ESR1_regulator
cg09530438	CG	CG_of_ESR1_regulator
cg19939250	CG	CG_of_ESR1_regulator
cg14550338	CG	CG_of_ESR1_regulator
cg03787876	CG	CG_of_ESR1_regulator
cg24583017	CG	CG_of_ESR1_regulator
cg15781957	CG	CG_of_ESR1_regulator
cg19839763	CG	CG_of_ESR1_regulator
cg23026419	CG	CG_of_ESR1_regulator
cg16345259	CG	CG_of_ESR1_regulator
cg17197596	CG	CG_of_ESR1_regulator
cg14539856	CG	CG_of_ESR1_regulator
cg07037454	CG	CG_of_ESR1_regulator
cg12200270	CG	CG_of_ESR1_regulator
cg27600794	CG	CG_of_ESR1_regulator
cg20730333	CG	CG_of_ESR1_regulator
cg17751430	CG	CG_of_ESR1_regulator
cg08629379	CG	CG_of_ESR1_regulator
cg07238926	CG	CG_of_ESR1_regulator
cg23148094	CG	CG_of_ESR1_regulator
cg02979203	CG	CG_of_ESR1_regulator
cg23501520	CG	CG_of_ESR1_regulator
cg15549216	CG	CG_of_ESR1_regulator
cg08580014	CG	CG_of_ESR1_regulator
cg11310496	CG	CG_of_ESR1_regulator
cg07093456	CG	CG_of_ESR1_regulator
cg15988569	CG	CG_of_ESR1_regulator
cg25120325	CG	CG_of_ESR1_regulator
cg01047476	CG	CG_of_ESR1_regulator
cg16272420	CG	CG_of_ESR1_regulator
cg04195133	CG	CG_of_ESR1_regulator
cg18434940	CG	CG_of_ESR1_regulator
cg24689026	CG	CG_of_ESR1_regulator
cg18699744	CG	CG_of_ESR1_regulator
cg01175142	CG	CG_of_ESR1_regulator
cg05598595	CG	CG_of_ESR1_regulator
cg26747948	CG	CG_of_ESR1_regulator
cg09660043	CG	CG_of_ESR1_regulator
cg00098286	CG	CG_of_ESR1_regulator
cg16537224	CG	CG_of_ESR1_regulator
cg24611996	CG	CG_of_ESR1_regulator
cg13654588	CG	CG_of_ESR1_regulator
cg11705975	CG	CG_of_ESR1_regulator
cg15748507	CG	CG_of_ESR1_regulator
cg12614318	CG	CG_of_ESR1_regulator
cg02819347	CG	CG_of_ESR1_regulator
cg07098752	CG	CG_of_ESR1_regulator
cg16196812	CG	CG_of_ESR1_regulator
cg15493780	CG	CG_of_ESR1_regulator
cg04266205	CG	CG_of_ESR1_regulator
cg02531437	CG	CG_of_ESR1_regulator
cg10661615	CG	CG_of_ESR1_regulator
cg18534345	CG	CG_of_ESR1_regulator
cg19403534	CG	CG_of_ESR1_regulator
cg20624923	CG	CG_of_ESR1_regulator
cg19392831	CG	CG_of_ESR1_regulator
cg19675668	CG	CG_of_ESR1_regulator
cg26256996	CG	CG_of_ESR1_regulator
cg01496220	CG	CG_of_ESR1_regulator
cg07189782	CG	CG_of_ESR1_regulator
cg26403580	CG	CG_of_ESR1_regulator
cg25907362	CG	CG_of_ESR1_regulator
cg06166306	CG	CG_of_ESR1_regulator
cg16249105	CG	CG_of_ESR1_regulator
cg17198722	CG	CG_of_ESR1_regulator
cg02991063	CG	CG_of_ESR1_regulator
cg22570128	CG	CG_of_ESR1_regulator
cg23252861	CG	CG_of_ESR1_regulator
cg22553140	CG	CG_of_ESR1_regulator
cg07210263	CG	CG_of_ESR1_regulator
cg10367730	CG	CG_of_ESR1_regulator
cg23581866	CG	CG_of_ESR1_regulator
cg15475650	CG	CG_of_ESR1_regulator
cg07036530	CG	CG_of_ESR1_regulator
cg02721665	CG	CG_of_ESR1_regulator
cg16783279	CG	CG_of_ESR1_regulator
cg11893763	CG	CG_of_ESR1_regulator
cg04549162	CG	CG_of_ESR1_regulator
cg26047950	CG	CG_of_ESR1_regulator
cg03574723	CG	CG_of_ESR1_regulator
cg02757432	CG	CG_of_ESR1_regulator
cg13677800	CG	CG_of_ESR1_regulator
cg25912428	CG	CG_of_ESR1_regulator
cg04301263	CG	CG_of_ESR1_regulator
cg04944537	CG	CG_of_ESR1_regulator
cg13557752	CG	CG_of_ESR1_regulator
cg09616721	CG	CG_of_ESR1_regulator
cg24667042	CG	CG_of_ESR1_regulator
cg15829081	CG	CG_of_ESR1_regulator
cg14859417	CG	CG_of_ESR1_regulator
cg14325851	CG	CG_of_ESR1_regulator
cg00335169	CG	CG_of_ESR1_regulator
cg20299263	CG	CG_of_ESR1_regulator
cg16442044	CG	CG_of_ESR1_regulator
cg13264059	CG	CG_of_ESR1_regulator
cg24678429	CG	CG_of_ESR1_regulator
cg22891191	CG	CG_of_ESR1_regulator
cg16750801	CG	CG_of_ESR1_regulator
cg07832354	CG	CG_of_ESR1_regulator
cg00446900	CG	CG_of_ESR1_regulator
cg07900328	CG	CG_of_ESR1_regulator
cg22798758	CG	CG_of_ESR1_regulator
cg22568703	CG	CG_of_ESR1_regulator
cg20162240	CG	CG_of_ESR1_regulator
cg26494044	CG	CG_of_ESR1_regulator
cg10874314	CG	CG_of_ESR1_regulator
cg16380876	CG	CG_of_ESR1_regulator
cg07215975	CG	CG_of_ESR1_regulator
cg19688761	CG	CG_of_ESR1_regulator
cg00238353	CG	CG_of_ESR1_regulator
cg14731462	CG	CG_of_ESR1_regulator
cg07053114	CG	CG_of_ESR1_regulator
cg07986469	CG	CG_of_ESR1_regulator
cg15621651	CG	CG_of_ESR1_regulator
cg19253850	CG	CG_of_ESR1_regulator
cg08844974	CG	CG_of_ESR1_regulator
cg00054971	CG	CG_of_ESR1_regulator
cg20407834	CG	CG_of_ESR1_regulator
cg05524354	CG	CG_of_ESR1_regulator
cg24824686	CG	CG_of_ESR1_regulator
cg11659652	CG	CG_of_ESR1_regulator
cg27382910	CG	CG_of_ESR1_regulator
cg18443210	CG	CG_of_ESR1_regulator
cg20680674	CG	CG_of_ESR1_regulator
cg06967784	CG	CG_of_ESR1_regulator
cg04592505	CG	CG_of_ESR1_regulator
cg13986215	CG	CG_of_ESR1_regulator
cg18265435	CG	CG_of_ESR1_regulator
cg06585141	CG	CG_of_ESR1_regulator
cg18166144	CG	CG_of_ESR1_regulator
cg12434312	CG	CG_of_ESR1_regulator
cg13453168	CG	CG_of_ESR1_regulator
cg19544434	CG	CG_of_ESR1_regulator
cg24289912	CG	CG_of_ESR1_regulator
cg08081778	CG	CG_of_ESR1_regulator
cg02955484	CG	CG_of_ESR1_regulator
cg20689294	CG	CG_of_ESR1_regulator
cg26326208	CG	CG_of_ESR1_regulator
cg00982799	CG	CG_of_ESR1_regulator
cg24016995	CG	CG_of_ESR1_regulator
cg08787083	CG	CG_of_ESR1_regulator
cg14933807	CG	CG_of_ESR1_regulator
cg21607649	CG	CG_of_ESR1_regulator
cg11216027	CG	CG_of_ESR1_regulator
cg00738660	CG	CG_of_ESR1_regulator
cg13327228	CG	CG_of_ESR1_regulator
cg27581091	CG	CG_of_ESR1_regulator
cg03897095	CG	CG_of_ESR1_regulator
cg27383216	CG	CG_of_ESR1_regulator
cg07249785	CG	CG_of_ESR1_regulator
cg07164791	CG	CG_of_ESR1_regulator
cg27423692	CG	CG_of_ESR1_regulator
cg04319990	CG	CG_of_ESR1_regulator
cg26632409	CG	CG_of_ESR1_regulator
cg03109992	CG	CG_of_ESR1_regulator
cg18432954	CG	CG_of_ESR1_regulator
cg03801043	CG	CG_of_ESR1_regulator
cg17484771	CG	CG_of_ESR1_regulator
cg17271030	CG	CG_of_ESR1_regulator
cg12217939	CG	CG_of_ESR1_regulator
cg26273539	CG	CG_of_ESR1_regulator
cg09111482	CG	CG_of_ESR1_regulator
cg09781448	CG	CG_of_ESR1_regulator
cg26946235	CG	CG_of_ESR1_regulator
cg08209549	CG	CG_of_ESR1_regulator
cg18156686	CG	CG_of_ESR1_regulator
cg15136913	CG	CG_of_ESR1_regulator
cg18632637	CG	CG_of_ESR1_regulator
cg00831222	CG	CG_of_ESR1_regulator
cg10492202	CG	CG_of_ESR1_regulator
cg19552690	CG	CG_of_ESR1_regulator
cg00612515	CG	CG_of_ESR1_regulator
cg18948794	CG	CG_of_ESR1_regulator
cg17739550	CG	CG_of_ESR1_regulator
cg07260128	CG	CG_of_ESR1_regulator
cg19336811	CG	CG_of_ESR1_regulator
cg14503168	CG	CG_of_ESR1_regulator
cg11028710	CG	CG_of_ESR1_regulator
cg11368900	CG	CG_of_ESR1_regulator
cg24345639	CG	CG_of_ESR1_regulator
cg13653391	CG	CG_of_ESR1_regulator
cg16189091	CG	CG_of_ESR1_regulator
cg26046072	CG	CG_of_ESR1_regulator
cg16748269	CG	CG_of_ESR1_regulator
cg06355908	CG	CG_of_ESR1_regulator
cg09203951	CG	CG_of_ESR1_regulator
cg06469214	CG	CG_of_ESR1_regulator
cg00598397	CG	CG_of_ESR1_regulator
cg12537405	CG	CG_of_ESR1_regulator
cg12738763	CG	CG_of_ESR1_regulator
cg07814707	CG	CG_of_ESR1_regulator
cg02858066	CG	CG_of_ESR1_regulator
cg05098118	CG	CG_of_ESR1_regulator
cg17315933	CG	CG_of_ESR1_regulator
cg23633543	CG	CG_of_ESR1_regulator
cg07068327	CG	CG_of_ESR1_regulator
cg09639725	CG	CG_of_ESR1_regulator
cg15825786	CG	CG_of_ESR1_regulator
cg18029761	CG	CG_of_ESR1_regulator
cg23380558	CG	CG_of_ESR1_regulator
cg15613567	CG	CG_of_ESR1_regulator
cg19396601	CG	CG_of_ESR1_regulator
cg14526953	CG	CG_of_ESR1_regulator
cg23474501	CG	CG_of_ESR1_regulator
cg07779444	CG	CG_of_ESR1_regulator
cg01824517	CG	CG_of_ESR1_regulator
cg23649631	CG	CG_of_ESR1_regulator
cg27532754	CG	CG_of_ESR1_regulator
cg23293230	CG	CG_of_ESR1_regulator
cg15376397	CG	CG_of_ESR1_regulator
cg20044918	CG	CG_of_ESR1_regulator
cg10154597	CG	CG_of_ESR1_regulator
cg23713909	CG	CG_of_ESR1_regulator
cg00201819	CG	CG_of_ESR1_regulator
cg13750264	CG	CG_of_ESR1_regulator
cg05854698	CG	CG_of_ESR1_regulator
cg10315366	CG	CG_of_ESR1_regulator
cg00802855	CG	CG_of_ESR1_regulator
cg15496307	CG	CG_of_ESR1_regulator
cg22993667	CG	CG_of_ESR1_regulator
cg26369315	CG	CG_of_ESR1_regulator
cg23655160	CG	CG_of_ESR1_regulator
cg03906820	CG	CG_of_ESR1_regulator
cg06976482	CG	CG_of_ESR1_regulator
cg12340219	CG	CG_of_ESR1_regulator
cg02649248	CG	CG_of_ESR1_regulator
cg07658809	CG	CG_of_ESR1_regulator
cg18059464	CG	CG_of_ESR1_regulator
cg26332285	CG	CG_of_ESR1_regulator
cg06061238	CG	CG_of_ESR1_regulator
cg00316312	CG	CG_of_ESR1_regulator
cg12053971	CG	CG_of_ESR1_regulator
cg20223950	CG	CG_of_ESR1_regulator
cg02981003	CG	CG_of_ESR1_regulator
cg27297441	CG	CG_of_ESR1_regulator
cg20129035	CG	CG_of_ESR1_regulator
